 Joffrey Lauvergne	OKC	43 	13.9 	2.0 	4.7 	43.0 	 	0.5 	1.5 	32.3 	 	0.7 	1.1 	60.4 	 	0.9 	2.5 	3.4 	 	0.9 	0.7 	0.4 	0.1 	1.4 	5.2 	 
 Quincy Acy	BKN	16 	10.5 	1.8 	3.6 	49.1 	 	0.8 	1.5 	50.0 	 	0.9 	1.1 	83.3 	 	0.7 	1.5 	2.2 	 	0.1 	0.4 	0.2 	0.3 	1.4 	5.2 	 
 Joakim Noah	NY	45 	22.4 	2.2 	4.4 	48.5 	 	0.0 	0.0 	0.0 	 	0.8 	1.7 	43.6 	 	3.5 	5.4 	8.9 	 	2.3 	1.3 	0.7 	0.8 	2.8 	5.1 	 
 Willie Cauley-Stein	SAC	42 	12.2 	2.2 	3.9 	56.7 	 	0.0 	0.0 	0.0 	 	0.7 	1.2 	54.9 	 	1.0 	1.5 	2.5 	 	0.4 	0.5 	0.4 	0.5 	1.8 	5.1 	 
 Anthony Bennett	BKN	23 	11.5 	1.7 	4.0 	41.3 	 	0.6 	2.1 	27.1 	 	1.1 	1.6 	72.2 	 	1.1 	2.3 	3.4 	 	0.5 	0.5 	0.2 	0.1 	0.8 	5.0 	 
 Boris Diaw	UTA	41 	18.7 	2.1 	4.8 	44.9 	 	0.4 	1.3 	27.3 	 	0.4 	0.4 	83.3 	 	0.6 	1.5 	2.0 	 	2.2 	1.3 	0.2 	0.0 	1.3 	5.0 	 
 Josh McRoberts	MIA	22 	17.3 	2.0 	5.4 	37.3 	 	0.6 	1.4 	41.9 	 	0.3 	0.4 	66.7 	 	1.0 	2.3 	3.4 	 	2.3 	1.0 	0.5 	0.2 	1.4 	4.9 	 
 Dorian Finney-Smith	DAL	48 	21.5 	1.7 	4.0 	41.5 	 	0.8 	2.4 	33.3 	 	0.7 	0.8 	80.0 	 	0.6 	2.1 	2.7 	 	0.9 	0.6 	0.7 	0.3 	1.7 	4.8 	 
 Jared Sullinger	TOR	7 	13.2 	1.9 	5.7 	32.5 	 	0.4 	2.1 	20.0 	 	0.6 	1.1 	50.0 	 	0.9 	2.0 	2.9 	 	0.3 	0.3 	0.6 	0.1 	2.1 	4.7 	 
 Cheick Diallo	NO	9 	10.2 	1.9 	4.3 	43.6 	 	0.0 	0.0 	N/A 	 	0.8 	1.1 	70.0 	 	1.3 	2.2 	3.6 	 	0.3 	0.2 	0.3 	0.3 	1.0 	4.6 	 
 Kris Humphries	ATL	40 	11.8 	1.6 	3.7 	42.6 	 	0.3 	0.9 	35.1 	 	1.2 	1.4 	82.1 	 	1.1 	2.3 	3.4 	 	0.5 	0.6 	0.3 	0.4 	1.2 	4.6 	 
 Jonas Jerebko	BOS	48 	17.2 	1.8 	3.8 	46.4 	 	0.7 	1.9 	37.1 	 	0.3 	0.4 	80.0 	 	0.9 	2.7 	3.5 	 	0.9 	0.6 	0.5 	0.3 	1.7 	4.6 	 
 Jason Smith	WAS	46 	12.9 	2.0 	3.9 	52.2 	 	0.2 	0.3 	43.8 	 	0.4 	0.5 	72.0 	 	0.9 	2.1 	3.0 	 	0.4 	0.8 	0.3 	0.7 	2.4 	4.6 	 
 Luke Babbitt	MIA	41 	15.8 	1.6 	4.3 	38.3 	 	1.1 	2.9 	38.1 	 	0.2 	0.3 	69.2 	 	0.2 	2.0 	2.2 	 	0.4 	0.3 	0.4 	0.2 	1.6 	4.6 	 
 Pascal Siakam	TOR	43 	16.9 	2.0 	4.0 	50.3 	 	0.0 	0.1 	0.0 	 	0.4 	0.6 	75.0 	 	1.3 	2.2 	3.4 	 	0.3 	0.7 	0.5 	0.9 	2.1 	4.5 	 
 Tyler Zeller	BOS	30 	12.6 	1.9 	4.0 	47.1 	 	0.0 	0.0 	0.0 	 	0.5 	0.9 	57.7 	 	1.2 	1.9 	3.1 	 	0.9 	0.4 	0.2 	0.6 	1.3 	4.3 	 
 Alexis Ajinca	NO	21 	14.2 	1.9 	4.1 	46.5 	 	0.0 	0.1 	0.0 	 	0.5 	0.7 	71.4 	 	1.0 	3.3 	4.3 	 	0.3 	0.8 	0.4 	0.7 	1.7 	4.3 	 
 Bobby Portis	CHI	32 	12.0 	1.8 	3.7 	47.1 	 	0.3 	0.8 	38.5 	 	0.3 	0.6 	55.0 	 	1.2 	2.3 	3.4 	 	0.5 	0.6 	0.2 	0.1 	1.3 	4.2 	 
 Paul Zipser	CHI	20 	14.4 	1.4 	3.9 	35.1 	 	0.6 	1.9 	32.4 	 	0.9 	1.2 	78.3 	 	0.2 	2.0 	2.2 	 	0.4 	0.7 	0.2 	0.2 	0.9 	4.2 	 
 David West	GS	42 	11.5 	1.7 	3.2 	54.5 	 	0.0 	0.1 	50.0 	 	0.6 	0.8 	74.3 	 	0.6 	2.1 	2.7 	 	2.1 	1.0 	0.7 	0.5 	1.4 	4.1 	 
 Davis Bertans	SA	40 	10.9 	1.3 	2.9 	46.5 	 	0.9 	2.2 	40.9 	 	0.5 	0.7 	80.8 	 	0.2 	1.1 	1.3 	 	0.7 	0.4 	0.2 	0.5 	1.1 	4.1 	 
 Brandan Wright	MEM	2 	5.2 	2.0 	3.5 	57.1 	 	0.0 	0.5 	0.0 	 	0.0 	0.0 	N/A 	 	1.0 	1.0 	2.0 	 	0.0 	0.0 	0.0 	0.0 	0.0 	4.0 	 
 Adreian Payne	MIN	12 	7.7 	1.4 	3.3 	43.6 	 	0.2 	0.8 	20.0 	 	1.0 	1.3 	80.0 	 	0.5 	1.2 	1.7 	 	0.3 	0.6 	0.4 	0.3 	1.8 	4.0 	 
 Ed Davis	POR	41 	17.0 	1.5 	2.9 	51.3 	 	0.0 	0.0 	N/A 	 	1.1 	1.6 	67.7 	 	2.0 	3.2 	5.2 	 	0.5 	0.8 	0.3 	0.5 	3.0 	4.0 	 
 Okaro White	MIA	8 	15.4 	1.3 	2.4 	52.6 	 	0.6 	1.4 	45.5 	 	0.9 	0.9 	100.0 	 	0.3 	2.3 	2.5 	 	0.1 	0.4 	0.4 	0.5 	1.6 	4.0 	 
 Kevin Seraphin	IND	27 	10.3 	1.9 	3.6 	53.1 	 	0.0 	0.0 	N/A 	 	0.1 	0.2 	66.7 	 	1.0 	2.2 	3.2 	 	0.6 	0.5 	0.1 	0.3 	1.1 	3.9 	 
 Jarell Martin	MEM	40 	13.4 	1.4 	3.6 	37.5 	 	0.2 	0.7 	34.6 	 	1.0 	1.2 	79.2 	 	0.9 	3.0 	3.9 	 	0.2 	0.7 	0.4 	0.2 	2.3 	3.9 	 
 Thomas Robinson	LAL	34 	11.0 	1.7 	3.3 	52.3 	 	0.0 	0.0 	N/A 	 	0.4 	1.0 	42.9 	 	1.7 	2.7 	4.4 	 	0.7 	0.7 	0.5 	0.3 	1.6 	3.9 	 
 Anthony Brown	ORL	11 	14.5 	1.6 	4.5 	36.0 	 	0.6 	2.5 	25.9 	 	0.0 	0.0 	N/A 	 	0.7 	2.3 	3.0 	 	0.7 	0.5 	0.5 	0.1 	1.4 	3.9 	 
 Paul Pierce	LAC	12 	12.3 	1.2 	3.3 	35.9 	 	0.8 	2.2 	34.6 	 	0.7 	0.8 	80.0 	 	0.0 	1.5 	1.5 	 	0.2 	0.7 	0.3 	0.3 	2.1 	3.8 	 
 Juancho Hernangomez	DEN	32 	10.8 	1.2 	2.4 	47.4 	 	0.5 	1.1 	42.9 	 	0.8 	1.2 	68.4 	 	0.6 	1.8 	2.4 	 	0.4 	0.3 	0.3 	0.3 	0.9 	3.6 	 
 Taurean Prince	ATL	29 	10.1 	1.2 	3.1 	37.4 	 	0.3 	1.1 	27.3 	 	0.7 	0.8 	91.3 	 	0.2 	1.7 	1.9 	 	0.7 	0.7 	0.3 	0.3 	1.1 	3.4 	 
 Noah Vonleh	POR	42 	12.7 	1.3 	3.3 	40.9 	 	0.2 	0.5 	35.0 	 	0.5 	0.9 	62.2 	 	1.3 	2.6 	4.0 	 	0.2 	0.7 	0.4 	0.3 	1.6 	3.4 	 
 Denzel Valentine	CHI	27 	11.9 	1.1 	3.6 	32.0 	 	0.8 	2.5 	31.3 	 	0.3 	0.3 	87.5 	 	0.1 	1.6 	1.6 	 	0.6 	0.6 	0.5 	0.1 	1.0 	3.3 	 
 Dragan Bender	PHO	38 	12.7 	1.2 	3.3 	37.1 	 	0.7 	2.1 	32.1 	 	0.1 	0.2 	37.5 	 	0.4 	1.7 	2.2 	 	0.4 	0.7 	0.2 	0.5 	1.6 	3.2 	 
 Skal Labissiere	SAC	6 	7.0 	1.0 	1.8 	54.5 	 	0.0 	0.0 	N/A 	 	1.0 	1.5 	66.7 	 	1.2 	0.8 	2.0 	 	0.0 	0.3 	0.3 	0.0 	0.0 	3.0 	 
 Alan Williams	PHO	18 	6.7 	1.2 	2.1 	55.3 	 	0.0 	0.0 	N/A 	 	0.6 	1.2 	52.4 	 	1.4 	1.5 	2.9 	 	0.1 	0.5 	0.4 	0.5 	1.5 	2.9 	 
 Thon Maker	MIL	24 	5.9 	1.0 	1.9 	53.3 	 	0.4 	0.7 	56.3 	 	0.5 	0.9 	61.9 	 	0.5 	0.9 	1.3 	 	0.0 	0.2 	0.2 	0.4 	0.9 	2.9 	 
 Omer Asik	NO	30 	15.9 	1.0 	2.2 	47.7 	 	0.0 	0.0 	N/A 	 	0.8 	1.3 	59.0 	 	1.6 	3.8 	5.4 	 	0.5 	0.4 	0.2 	0.3 	1.6 	2.8 	 
 Chris McCullough	BKN	13 	5.5 	1.2 	2.4 	51.6 	 	0.1 	0.5 	16.7 	 	0.2 	0.2 	66.7 	 	0.7 	0.6 	1.3 	 	0.2 	0.2 	0.1 	0.2 	0.5 	2.7 	 
 K.J. McDaniels	HOU	27 	7.6 	1.0 	2.3 	44.4 	 	0.3 	0.9 	32.0 	 	0.3 	0.4 	90.0 	 	0.1 	0.9 	1.0 	 	0.1 	0.4 	0.2 	0.3 	0.9 	2.7 	 
 Maurice Ndour	NY	18 	7.8 	1.0 	2.1 	47.4 	 	0.1 	0.3 	20.0 	 	0.5 	0.6 	90.0 	 	0.4 	1.0 	1.4 	 	0.1 	0.3 	0.4 	0.1 	0.9 	2.6 	 
 Kevon Looney	GS	36 	8.5 	1.1 	2.0 	56.3 	 	0.0 	0.2 	16.7 	 	0.4 	0.6 	60.9 	 	0.9 	1.6 	2.5 	 	0.6 	0.3 	0.2 	0.4 	1.4 	2.6 	 
 Mike Scott	ATL	15 	11.0 	0.9 	3.5 	26.9 	 	0.3 	1.8 	14.8 	 	0.5 	0.5 	87.5 	 	0.5 	1.7 	2.2 	 	1.0 	0.5 	0.3 	0.2 	0.7 	2.6 	 
 Andrew Nicholson	WAS	27 	8.5 	1.1 	2.8 	39.5 	 	0.1 	0.6 	18.8 	 	0.3 	0.4 	58.3 	 	0.4 	0.9 	1.3 	 	0.3 	0.4 	0.4 	0.2 	1.4 	2.6 	 
 Miles Plumlee	MIL	32 	9.7 	0.9 	2.1 	44.1 	 	0.0 	0.0 	N/A 	 	0.7 	1.1 	62.9 	 	0.7 	0.9 	1.7 	 	0.6 	0.7 	0.3 	0.3 	1.5 	2.6 	 
 Jordan Mickey	BOS	14 	8.0 	1.0 	2.1 	48.3 	 	0.0 	0.1 	0.0 	 	0.4 	0.7 	60.0 	 	0.9 	1.0 	1.9 	 	0.4 	0.5 	0.1 	0.2 	0.6 	2.4 	 
 DeAndre' Bembry	ATL	19 	8.3 	1.1 	2.4 	44.4 	 	0.0 	0.3 	0.0 	 	0.3 	0.7 	42.9 	 	0.3 	1.1 	1.3 	 	0.5 	0.4 	0.2 	0.1 	0.4 	2.4 	 
 Jake Layman	POR	23 	6.3 	0.8 	2.4 	32.1 	 	0.4 	1.7 	23.7 	 	0.4 	0.6 	69.2 	 	0.1 	0.5 	0.6 	 	0.3 	0.2 	0.3 	0.1 	0.6 	2.3 	 
 Chris Andersen	CLE	12 	9.5 	0.8 	1.8 	40.9 	 	0.0 	0.3 	0.0 	 	0.8 	1.2 	71.4 	 	0.8 	1.8 	2.6 	 	0.4 	0.4 	0.4 	0.6 	1.7 	2.3 	 
 James Michael McAdoo	GS	22 	7.9 	1.0 	1.8 	52.5 	 	0.0 	0.1 	0.0 	 	0.3 	0.5 	63.6 	 	0.3 	1.0 	1.3 	 	0.5 	0.5 	0.2 	0.4 	0.7 	2.2 	 
 Johnny O'Bryant III	DEN	1 	7.3 	0.0 	4.0 	0.0 	 	0.0 	1.0 	0.0 	 	2.0 	2.0 	100.0 	 	0.0 	1.0 	1.0 	 	1.0 	0.0 	0.0 	0.0 	0.0 	2.0 	 
 Jordan Hill	MIN	5 	7.9 	0.8 	2.2 	36.4 	 	0.0 	0.0 	N/A 	 	0.4 	0.4 	100.0 	 	1.4 	1.2 	2.6 	 	0.0 	0.6 	0.2 	0.0 	1.8 	2.0 	 
 Rakeem Christmas	IND	4 	4.3 	0.5 	1.3 	40.0 	 	0.0 	0.0 	N/A 	 	1.0 	1.3 	80.0 	 	0.5 	0.8 	1.3 	 	0.3 	0.0 	0.0 	0.5 	0.3 	2.0 	 
 Deyonta Davis	MEM	25 	7.3 	0.8 	1.6 	51.3 	 	0.0 	0.0 	N/A 	 	0.3 	0.6 	53.3 	 	0.7 	1.4 	2.0 	 	0.1 	0.3 	0.0 	0.6 	1.2 	1.9 	 
 Lavoy Allen	IND	36 	12.2 	0.8 	2.0 	38.0 	 	0.0 	0.0 	0.0 	 	0.3 	0.3 	83.3 	 	0.9 	1.4 	2.3 	 	0.9 	0.3 	0.3 	0.3 	1.2 	1.8 	 
 Udonis Haslem	MIA	15 	8.1 	0.6 	1.2 	50.0 	 	0.0 	0.1 	0.0 	 	0.6 	1.0 	60.0 	 	0.5 	1.6 	2.1 	 	0.4 	0.5 	0.3 	0.1 	1.3 	1.8 	 
 Jarnell Stokes	DEN	2 	3.3 	0.5 	0.5 	100.0 	 	0.0 	0.0 	N/A 	 	0.5 	1.0 	50.0 	 	0.5 	0.5 	1.0 	 	1.0 	0.0 	0.5 	0.0 	1.5 	1.5 	 
 Henry Ellenson	DET	14 	4.0 	0.6 	1.6 	34.8 	 	0.3 	1.0 	28.6 	 	0.1 	0.1 	100.0 	 	0.1 	0.7 	0.9 	 	0.3 	0.4 	0.0 	0.0 	0.2 	1.5 	 
 Anderson Varejao	GS	13 	6.4 	0.4 	1.0 	38.5 	 	0.0 	0.0 	N/A 	 	0.6 	0.8 	72.7 	 	0.9 	1.0 	1.9 	 	0.8 	0.6 	0.2 	0.2 	1.0 	1.4 	 
 Christian Wood	CHA	3 	5.5 	0.3 	1.0 	33.3 	 	0.0 	0.7 	0.0 	 	0.7 	0.7 	100.0 	 	0.0 	2.0 	2.0 	 	0.3 	0.0 	0.0 	0.7 	0.0 	1.3 	 
 Stephen Zimmerman Jr.	ORL	8 	4.0 	0.6 	1.4 	45.5 	 	0.0 	0.0 	N/A 	 	0.0 	0.1 	0.0 	 	0.5 	1.3 	1.8 	 	0.1 	0.0 	0.1 	0.1 	0.1 	1.3 	 
 Joel Anthony	SA	3 	5.3 	0.3 	0.7 	50.0 	 	0.0 	0.0 	N/A 	 	0.7 	0.7 	100.0 	 	0.3 	1.3 	1.7 	 	0.0 	0.0 	0.0 	0.0 	0.3 	1.3 	 
 Nick Collison	OKC	12 	5.7 	0.5 	0.8 	60.0 	 	0.0 	0.0 	N/A 	 	0.2 	0.3 	66.7 	 	0.3 	0.8 	1.0 	 	0.6 	0.3 	0.1 	0.1 	0.6 	1.2 	 
 Kyle Wiltjer	HOU	9 	3.2 	0.3 	1.1 	30.0 	 	0.3 	1.1 	30.0 	 	0.1 	0.2 	50.0 	 	0.3 	0.4 	0.8 	 	0.0 	0.3 	0.0 	0.1 	0.3 	1.1 	 
 Ryan Kelly	ATL	9 	5.3 	0.3 	1.1 	30.0 	 	0.2 	0.6 	40.0 	 	0.2 	0.2 	100.0 	 	0.0 	1.1 	1.1 	 	0.6 	0.2 	0.4 	0.2 	0.3 	1.1 	 
 Derrick Jones Jr.	PHO	3 	3.5 	0.3 	0.3 	100.0 	 	0.0 	0.0 	N/A 	 	0.3 	0.3 	100.0 	 	0.0 	0.0 	0.0 	 	0.0 	0.0 	0.0 	0.0 	0.3 	1.0 	 
 Joel Bolomboy	UTA	9 	2.3 	0.3 	0.6 	60.0 	 	0.0 	0.1 	0.0 	 	0.2 	0.4 	50.0 	 	0.1 	1.0 	1.1 	 	0.1 	0.1 	0.1 	0.1 	0.1 	0.9 	 
 Metta World Peace	LAL	17 	4.7 	0.3 	1.5 	20.0 	 	0.1 	0.9 	13.3 	 	0.2 	0.4 	66.7 	 	0.2 	0.4 	0.5 	 	0.3 	0.2 	0.2 	0.1 	0.8 	0.9 	 
 Georges Niang	IND	20 	4.3 	0.4 	1.7 	21.2 	 	0.1 	0.6 	9.1 	 	0.1 	0.1 	100.0 	 	0.1 	0.6 	0.7 	 	0.3 	0.3 	0.2 	0.0 	0.3 	0.9 	 
 Steve Novak	MIL	8 	2.7 	0.3 	0.9 	28.6 	 	0.1 	0.8 	16.7 	 	0.0 	0.0 	N/A 	 	0.0 	0.4 	0.4 	 	0.0 	0.0 	0.0 	0.0 	0.1 	0.6 	 
 Arinze Onuaku	ORL	8 	3.5 	0.3 	0.5 	50.0 	 	0.0 	0.0 	N/A 	 	0.0 	0.0 	N/A 	 	0.3 	0.5 	0.8 	 	0.3 	0.3 	0.0 	0.1 	0.4 	0.5 	 
 Michael Gbinije	DET	8 	3.6 	0.1 	1.3 	10.0 	 	0.0 	0.5 	0.0 	 	0.3 	0.3 	100.0 	 	0.3 	0.1 	0.4 	 	0.3 	0.0 	0.0 	0.0 	0.3 	0.5 	 
 Bruno Caboclo	TOR	8 	2.9 	0.1 	0.6 	20.0 	 	0.1 	0.4 	33.3 	 	0.0 	0.0 	N/A 	 	0.4 	0.4 	0.8 	 	0.4 	0.3 	0.3 	0.0 	0.4 	0.4 	
